component,RSL,RSLsd,yearBP,siteID,model_ranking
1,-7785.17899217829,1622.88272432576,7569.9875,1,0
1,-7797.48689017212,1623.2249298451,7572.5,1,0
1,-7814.71942707617,1623.70711180215,7576.0125,1,0
1,-7844.16241979972,1624.53917017279,7582,1,0
1,-7868.75125975627,1625.24228446337,7586.9875,1,0
1,-7886.03976628883,1625.74108291655,7590.4875,1,0
1,-7898.46687759366,1626.10203258685,7593,1,0
1,-7915.80064481543,1626.60874170011,7596.5,1,0
1,-7940.60713545326,1627.34061713611,7601.5,1,0
1,-7958.00154621014,1627.85861957589,7605,1,0
1,-7982.89193973318,1628.60675069844,7610,1,0
1,-8010.32543611433,1629.44083898876,7615.5,1,0
1,-8042.69162644446,1630.43805374474,7621.975,1,0
1,-8065.22791132703,1631.14089647496,7626.475,1,0
1,-8128.06336411973,1633.13806010505,7638.9875,1,0
1,-8193.59544309368,1635.28105192003,7651.9875,1,0
1,-8234.10203676252,1636.63715905632,7660,1,0
1,-8274.69146027882,1638.02044143879,7668.0125,1,0
1,-8302.59894554922,1638.98595233036,7673.5125,1,0
1,-8338.10579400742,1640.23138650991,7680.5,1,0
1,-8383.85751656815,1641.86474575969,7689.4875,1,0
1,-8422.16891382542,1643.25726834533,7697,1,0
1,-8462.96891544899,1644.76525794625,7704.9875,1,0
1,-8493.66085256636,1645.91676900833,7710.9875,1,0
1,-8537.26899738843,1647.578094617,7719.5,1,0
1,-8629.66106828302,1651.19596566611,7737.4875,1,0
1,-8720.00080853514,1654.86143713017,7755.0125,1,0
1,-8774.28498035297,1657.12415273644,7765.5125,1,0
1,-8818.38398079481,1658.9951255717,7774.025,1,0
1,-8878.02791207703,1661.5718217321,7785.5125,1,0
1,-8919.59330479056,1663.39837144105,7793.5,1,0
1,-8992.77268090053,1666.67445776867,7807.525,1,0
1,-9071.20218971977,1670.26893228005,7822.5,1,0
1,-9189.66510031139,1675.85467008581,7845,1,0
1,-9247.80972879706,1678.66209148276,7855.9875,1,0
1,-9295.65833291225,1681.00345002364,7865,1,0
1,-9346.25446229428,1683.50882698126,7874.5,1,0
1,-9388.86040429957,1685.64129234619,7882.475,1,0
1,-9418.45056460146,1687.13422751675,7888,1,0
1,-9464.09497505846,1689.45577291779,7896.5,1,0
1,-9493.64281420456,1690.97027470006,7901.9875,1,0
1,-9534.0648597409,1693.05653539495,7909.475,1,0
1,-9569.39255774254,1694.8932050765,7916,1,0
1,-9599.24649465317,1696.454557515,7921.5,1,0
1,-9634.62027635891,1698.31532676792,7928,1,0
1,-9672.76118239714,1700.33422404824,7934.9875,1,0
1,-9713.76654390246,1702.51871317439,7942.475,1,0
1,-9758.01360764029,1704.89147675719,7950.525,1,0
1,-9824.22505686991,1708.47044748704,7962.5125,1,0
1,-9949.67418929189,1715.33541733077,7985.025,1,0
1,-10225.2664303845,1730.7160354628,8033.5,1,0
1,-10382.4247893901,1739.6058200358,8060.5,1,0
1,-10494.9839955512,1745.99731644935,8079.5375,1,0
1,-10593.6356778992,1751.60301032665,8096.0125,1,0
1,437.881159242708,1574.74794080611,87,1,0
1,-3621.51626429474,1633.27933140373,5541,1,0
1,-4905.32764033088,1582.97718899591,6637,1,0
1,-4573.30582653545,1580.20119481383,6322,1,0
1,447.598255322315,1581.56292997037,120,1,0
1,-1604.11275520921,1671.46821420608,4397,1,0
1,451.611495058052,1585.58113001535,137,1,0
