"","SiteName","data_type_id","Age","Age_BP","Age_type","pred","upr","lwr","rate_pred","rate_upr","rate_lwr","CI"
"137",",
 ","ProxyRecord",653.9875,1296.0125,"BP",-0.811190082263719,-0.959727865879549,-0.662531750647756,0.427405760830878,-0.0979271883907421,0.940738159938457,"95%"
"138",",
 ","ProxyRecord",703.9875,1246.0125,"BP",-0.790320942657759,-0.951876941612875,-0.627661116438193,0.4060261452266,-0.0600243410859626,0.861677014765959,"95%"
"139",",
 ","ProxyRecord",753.9875,1196.0125,"BP",-0.7707206756457,-0.949921865757093,-0.593816569224155,0.376650857074798,-0.0145241231656285,0.75777770919637,"95%"
"140",",
 ","ProxyRecord",803.9875,1146.0125,"BP",-0.75278906485492,-0.94034775665987,-0.566980729716015,0.339279896375421,0.0304951395978288,0.654035331810042,"95%"
"141",",
 ","ProxyRecord",853.9875,1096.0125,"BP",-0.736925876697505,-0.92418983033139,-0.548376728756415,0.293937426688303,0.00676163977858722,0.583744619305956,"95%"
"142",",
 ","ProxyRecord",903.9875,1046.0125,"BP",-0.72332208787878,-0.907735351072031,-0.537395980050903,0.252538563911602,-0.0919254164922715,0.592394510957097,"95%"
"143",",
 ","ProxyRecord",953.9875,996.0125,"BP",-0.71143985523082,-0.89146165542025,-0.52983205431037,0.225075179857651,-0.197461564109387,0.629717202578278,"95%"
"144",",
 ","ProxyRecord",1003.9875,946.0125,"BP",-0.700582404817497,-0.868185730439387,-0.521341303314112,0.211547274526163,-0.286592447766823,0.670870850880331,"95%"
"145",",
 ","ProxyRecord",1053.9875,896.0125,"BP",-0.69005296270268,-0.84431481489922,-0.520371970321745,0.211954847917431,-0.339534714650402,0.730890426702192,"95%"
"146",",
 ","ProxyRecord",1103.9875,846.0125,"BP",-0.67915475495024,-0.82560707079281,-0.524732445900828,0.226297900031173,-0.346976129599465,0.779942696241025,"95%"
"147",",
 ","ProxyRecord",1153.9875,796.0125,"BP",-0.667191007624047,-0.805624571922859,-0.521442480509605,0.254576430867524,-0.313835408507376,0.811052911262486,"95%"
"148",",
 ","ProxyRecord",1203.9875,746.0125,"BP",-0.653464946787971,-0.787132299781506,-0.515735931864159,0.296790440426447,-0.229680271581623,0.819864543876084,"95%"
"149",",
 ","ProxyRecord",1253.9875,696.0125,"BP",-0.637279798505883,-0.768270314577683,-0.503728470162523,0.35293992870798,-0.132973504007574,0.832905882258877,"95%"
"150",",
 ","ProxyRecord",1303.9875,646.0125,"BP",-0.617938788841654,-0.746569784347202,-0.486941500088316,0.423024895712048,-0.0300492936499769,0.855106167812391,"95%"
"151",",
 ","ProxyRecord",1353.9875,596.0125,"BP",-0.594745143859153,-0.723177760170268,-0.468193898652109,0.507045341438779,0.0855525680435701,0.897881114171333,"95%"
"152",",
 ","ProxyRecord",1403.9875,546.0125,"BP",-0.567002089622251,-0.691698806312667,-0.443498779849464,0.605001265888198,0.169327497250297,1.02290833894747,"95%"
"153",",
 ","ProxyRecord",1453.9875,496.0125,"BP",-0.534029074437737,-0.651708236267472,-0.419819329743642,0.714346518063707,0.195257374895672,1.22608695177472,"95%"
