"","Depth","lwr_true","median_true","upr_true","lwr_2sd","median","upr_2sd","test_error","subset","runID","nfold"
"256",850.5,7169.55,7294,7418.45,6876.9,7228,7350,1349.78197092998,"2","Set2_thinned_3",5
"257",870.5,7267.15,7384,7500.85,7242,7347,7483,1349.78197092998,"2","Set2_thinned_3",5
"258",1002.5,7493.875,7594.5,7687.125,7480,7622,7720.025,1349.78197092998,"2","Set2_thinned_3",5
"259",1046.5,7585.75,7714,7842.25,7645,7727,7885,1349.78197092998,"2","Set2_thinned_3",5
"260",1144.5,7852.05,7995,8158.95,7707.925,7955.5,8899.025,1349.78197092998,"2","Set2_thinned_3",5
"261",0,-72.8,-69,-65.2,-58.025,68,239.025,456.483627398983,"2","Set2_thinned_4",5
"262",24.5,7.275,145.5,283.725,71.975,466,1516.2,456.483627398983,"2","Set2_thinned_4",5
"263",69,313.6,420,526.4,441.75,1403.5,2006.05,456.483627398983,"2","Set2_thinned_4",5
"264",104.5,2005.575,2168.5,2331.425,726.45,1296,2004,456.483627398983,"2","Set2_thinned_4",5
"265",144.5,3180.9,3319,3450.1,2357,2561.5,2674.025,456.483627398983,"2","Set2_thinned_4",5
"266",148,2360.7,2545,2729.3,3292,3396,3606.05,456.483627398983,"2","Set2_thinned_4",5
"267",196.5,3848.45,4009,4217.55,2756.9,3276,3878.075,456.483627398983,"2","Set2_thinned_4",5
"268",256.5,3941.675,4171.5,4392.325,4190.975,4623,5119.175,456.483627398983,"2","Set2_thinned_4",5
"269",334,5298.7,5426,5570.3,4367,4916,5409.05,456.483627398983,"2","Set2_thinned_4",5
"270",407,5493.275,5687.5,5878.725,5402.95,5528.5,5672.075,456.483627398983,"2","Set2_thinned_4",5
"271",481.5,5601.825,5750.5,5899.175,5614,5667,6011.125,456.483627398983,"2","Set2_thinned_4",5
"272",502,5481.7,5609,5736.3,5781.975,5965.5,6249,456.483627398983,"2","Set2_thinned_4",5
"273",574,6309.2,6465,6620.8,5889.975,6395.5,6619.025,456.483627398983,"2","Set2_thinned_4",5
"274",595.5,6480.15,6632.5,6781.175,6409.975,6516,6660.1,456.483627398983,"2","Set2_thinned_4",5
"275",643.5,6814,7023,7233.95,6617.925,6743,6838.025,456.483627398983,"2","Set2_thinned_4",5
"276",670,6681.575,6844.5,7141.425,6275.7,6958,7091.025,456.483627398983,"2","Set2_thinned_4",5
"277",749,6458.275,6615.5,6776.725,6919.95,7088.5,7251.05,456.483627398983,"2","Set2_thinned_4",5
"278",767,6410.925,6561.5,6725.075,6910,7105,7233,456.483627398983,"2","Set2_thinned_4",5
"279",850.5,7169.55,7294,7418.45,7197,7327,7405,456.483627398983,"2","Set2_thinned_4",5
"280",870.5,7267.15,7384,7500.85,7304,7408,7562,456.483627398983,"2","Set2_thinned_4",5
"281",937.5,7585.75,7714,7842.25,7414.975,7530,7736.05,456.483627398983,"2","Set2_thinned_4",5
"282",1046.5,7585.75,7714,7842.25,7542.925,7746.5,7871,456.483627398983,"2","Set2_thinned_4",5
"283",1078.5,7688.15,7824,7959.85,7750,7824,7920.025,456.483627398983,"2","Set2_thinned_4",5
"284",1144.5,7852.05,7995,8158.95,7887,8159.5,9024.6,456.483627398983,"2","Set2_thinned_4",5
"285",0,-72.8,-69,-65.2,47.925,2722.5,3114.025,1525.70862552455,"2","Set2_thinned_5",5
"286",24.5,7.275,145.5,283.725,-4,126,366.05,1525.70862552455,"2","Set2_thinned_5",5
"287",69,313.6,420,526.4,1242.4,3058,3293,1525.70862552455,"2","Set2_thinned_5",5
"288",76.5,6866.625,7042.5,7237.375,476,666,1807.3,1525.70862552455,"2","Set2_thinned_5",5
"289",144.5,3180.9,3319,3450.1,2124.925,2509,2654.025,1525.70862552455,"2","Set2_thinned_5",5
"290",148,2360.7,2545,2729.3,3360.975,3450,3584,1525.70862552455,"2","Set2_thinned_5",5
"291",160.5,3585.875,3754.5,3951.125,3491.975,3723.5,3941.15,1525.70862552455,"2","Set2_thinned_5",5
"292",196.5,3848.45,4009,4217.55,3832.85,4106,4803.075,1525.70862552455,"2","Set2_thinned_5",5
"293",334,5298.7,5426,5570.3,4538.725,5142,5344.05,1525.70862552455,"2","Set2_thinned_5",5
"294",361.5,5304.825,5434.5,5573.175,5399,5486,5601,1525.70862552455,"2","Set2_thinned_5",5
"295",407,5493.275,5687.5,5878.725,5460.975,5556,5720.05,1525.70862552455,"2","Set2_thinned_5",5
"296",481.5,5601.825,5750.5,5899.175,5716.975,5932.5,6213.1,1525.70862552455,"2","Set2_thinned_5",5
"297",552.5,6747.225,6922.5,7146.775,5961.975,6307.5,6540.075,1525.70862552455,"2","Set2_thinned_5",5
"298",574,6309.2,6465,6620.8,6037,6454,6595.025,1525.70862552455,"2","Set2_thinned_5",5
"299",595.5,6480.15,6632.5,6781.175,6390.95,6526,6709,1525.70862552455,"2","Set2_thinned_5",5
"300",643.5,6814,7023,7233.95,6529.975,6678,6791.025,1525.70862552455,"2","Set2_thinned_5",5
"301",670,6681.575,6844.5,7141.425,6833.9,6974,7043.025,1525.70862552455,"2","Set2_thinned_5",5
"302",749,6458.275,6615.5,6776.725,6913.8,7024,7103.025,1525.70862552455,"2","Set2_thinned_5",5
"303",767,6410.925,6561.5,6725.075,6898.975,7012,7112.025,1525.70862552455,"2","Set2_thinned_5",5
"304",844.5,6866.625,7042.5,7237.375,7126.925,7311,7389.025,1525.70862552455,"2","Set2_thinned_5",5
"305",870.5,7267.15,7384,7500.85,7050,7191.5,7420.025,1525.70862552455,"2","Set2_thinned_5",5
"306",937.5,7585.75,7714,7842.25,7159.925,7388,7547.05,1525.70862552455,"2","Set2_thinned_5",5
"307",1002.5,7493.875,7594.5,7687.125,7648.975,7712,7770.025,1525.70862552455,"2","Set2_thinned_5",5
"308",1046.5,7585.75,7714,7842.25,7679,7761,7932.05,1525.70862552455,"2","Set2_thinned_5",5
"309",1144.5,7852.05,7995,8158.95,7774.95,8187.5,9107.25,1525.70862552455,"2","Set2_thinned_5",5
"310",0,-72.8,-69,-65.2,-60.025,55,235,1293.08566927212,"2","Set2_thinned_6",5
"311",24.5,7.275,145.5,283.725,-1.05,126,320.2,1293.08566927212,"2","Set2_thinned_6",5
"312",69,313.6,420,526.4,487.95,1252.5,1817.075,1293.08566927212,"2","Set2_thinned_6",5
"313",76.5,6866.625,7042.5,7237.375,619.95,833,1537.075,1293.08566927212,"2","Set2_thinned_6",5
"314",104.5,2005.575,2168.5,2331.425,1079.575,1632,2368.2,1293.08566927212,"2","Set2_thinned_6",5
"315",148,2360.7,2545,2729.3,2684.925,3404.5,3643.075,1293.08566927212,"2","Set2_thinned_6",5
"316",160.5,3585.875,3754.5,3951.125,2698.825,2962,3540.3,1293.08566927212,"2","Set2_thinned_6",5
"317",196.5,3848.45,4009,4217.55,3823.925,4101,4889.5,1293.08566927212,"2","Set2_thinned_6",5
"318",256.5,3941.675,4171.5,4392.325,4013.975,4660.5,5187.075,1293.08566927212,"2","Set2_thinned_6",5
"319",334,5298.7,5426,5570.3,4371.925,4907,5408.05,1293.08566927212,"2","Set2_thinned_6",5
"320",407,5493.275,5687.5,5878.725,5388.975,5516,5642.025,1293.08566927212,"2","Set2_thinned_6",5
"321",481.5,5601.825,5750.5,5899.175,5743.825,5993,6276.1,1293.08566927212,"2","Set2_thinned_6",5
"322",502,5481.7,5609,5736.3,5791.975,6090,6336.025,1293.08566927212,"2","Set2_thinned_6",5
"323",552.5,6747.225,6922.5,7146.775,5973,6323,6419.025,1293.08566927212,"2","Set2_thinned_6",5
"324",574,6309.2,6465,6620.8,5822.95,6062.5,6832.1,1293.08566927212,"2","Set2_thinned_6",5
"325",643.5,6814,7023,7233.95,6370,6469,6564.025,1293.08566927212,"2","Set2_thinned_6",5
"326",649,6678.275,6835.5,6992.725,6374,6474,6568.025,1293.08566927212,"2","Set2_thinned_6",5
"327",670,6681.575,6844.5,7141.425,6242,6469,6970.025,1293.08566927212,"2","Set2_thinned_6",5
"328",749,6458.275,6615.5,6776.725,6898.9,7038,7161.025,1293.08566927212,"2","Set2_thinned_6",5
"329",767,6410.925,6561.5,6725.075,6957.975,7120,7246,1293.08566927212,"2","Set2_thinned_6",5
"330",850.5,7169.55,7294,7418.45,7258.925,7487.5,7635,1293.08566927212,"2","Set2_thinned_6",5
"331",870.5,7267.15,7384,7500.85,7291.975,7526,7650,1293.08566927212,"2","Set2_thinned_6",5
"332",937.5,7585.75,7714,7842.25,7396.95,7496,7580.025,1293.08566927212,"2","Set2_thinned_6",5
"333",1002.5,7493.875,7594.5,7687.125,7647,7714,7776.025,1293.08566927212,"2","Set2_thinned_6",5
"334",1046.5,7585.75,7714,7842.25,7678,7773,7948,1293.08566927212,"2","Set2_thinned_6",5
"335",1144.5,7852.05,7995,8158.95,7755,8046.5,8837.175,1293.08566927212,"2","Set2_thinned_6",5
"336",0,-72.8,-69,-65.2,-60,55,232.025,1229.26703545017,"2","Set2_thinned_7",5
"337",24.5,7.275,145.5,283.725,-14.025,125,359.025,1229.26703545017,"2","Set2_thinned_7",5
"338",69,313.6,420,526.4,494.975,1233,1805.05,1229.26703545017,"2","Set2_thinned_7",5
"339",76.5,6866.625,7042.5,7237.375,622.975,838,1617.25,1229.26703545017,"2","Set2_thinned_7",5
"340",104.5,2005.575,2168.5,2331.425,1194.55,1992.5,3131.45,1229.26703545017,"2","Set2_thinned_7",5
"341",144.5,3180.9,3319,3450.1,1907.45,3239,3596.025,1229.26703545017,"2","Set2_thinned_7",5
"342",160.5,3585.875,3754.5,3951.125,3381,3548,3824.025,1229.26703545017,"2","Set2_thinned_7",5
"343",196.5,3848.45,4009,4217.55,3768.95,3901,4084.025,1229.26703545017,"2","Set2_thinned_7",5
"344",256.5,3941.675,4171.5,4392.325,4155,4599,5090.1,1229.26703545017,"2","Set2_thinned_7",5
"345",334,5298.7,5426,5570.3,4478.9,5062,5334.05,1229.26703545017,"2","Set2_thinned_7",5
"346",361.5,5304.825,5434.5,5573.175,5375.975,5473,5565.05,1229.26703545017,"2","Set2_thinned_7",5
"347",407,5493.275,5687.5,5878.725,5468.975,5634,5994.025,1229.26703545017,"2","Set2_thinned_7",5
"348",502,5481.7,5609,5736.3,5626,5964,6250,1229.26703545017,"2","Set2_thinned_7",5
"349",552.5,6747.225,6922.5,7146.775,5840.95,6188,6488.125,1229.26703545017,"2","Set2_thinned_7",5
"350",574,6309.2,6465,6620.8,5988.975,6394,6562,1229.26703545017,"2","Set2_thinned_7",5
"351",595.5,6480.15,6632.5,6781.175,6338.975,6433,6562.025,1229.26703545017,"2","Set2_thinned_7",5
"352",643.5,6814,7023,7233.95,6641.9,6783,6866,1229.26703545017,"2","Set2_thinned_7",5
"353",649,6678.275,6835.5,6992.725,6524,6596,6705,1229.26703545017,"2","Set2_thinned_7",5
"354",749,6458.275,6615.5,6776.725,6834.975,6947,7050,1229.26703545017,"2","Set2_thinned_7",5
"355",767,6410.925,6561.5,6725.075,6761.975,6955.5,7084.025,1229.26703545017,"2","Set2_thinned_7",5
"356",844.5,6866.625,7042.5,7237.375,7171,7272,7320.025,1229.26703545017,"2","Set2_thinned_7",5
"357",850.5,7169.55,7294,7418.45,7044.95,7157,7269.05,1229.26703545017,"2","Set2_thinned_7",5
"358",870.5,7267.15,7384,7500.85,7291.95,7391,7555.025,1229.26703545017,"2","Set2_thinned_7",5
"359",937.5,7585.75,7714,7842.25,7404.975,7534,7738.025,1229.26703545017,"2","Set2_thinned_7",5
"360",1046.5,7585.75,7714,7842.25,7536.925,7749.5,7862,1229.26703545017,"2","Set2_thinned_7",5
"361",1078.5,7688.15,7824,7959.85,7742.975,7827,7934.025,1229.26703545017,"2","Set2_thinned_7",5
"362",1144.5,7852.05,7995,8158.95,7867.925,8137,8917.075,1229.26703545017,"2","Set2_thinned_7",5
"363",0,-72.8,-69,-65.2,-54,63,238.025,1219.02060732025,"2","Set2_thinned_8",5
"364",24.5,7.275,145.5,283.725,-13,124,344.05,1219.02060732025,"2","Set2_thinned_8",5
"365",69,313.6,420,526.4,495.825,1239,1782.15,1219.02060732025,"2","Set2_thinned_8",5
"366",76.5,6866.625,7042.5,7237.375,583,837,1619.25,1219.02060732025,"2","Set2_thinned_8",5
"367",104.5,2005.575,2168.5,2331.425,1196.9,2026.5,2931.3,1219.02060732025,"2","Set2_thinned_8",5
"368",144.5,3180.9,3319,3450.1,2361.975,2561,2671,1219.02060732025,"2","Set2_thinned_8",5
"369",148,2360.7,2545,2729.3,3287.975,3398,3630.05,1219.02060732025,"2","Set2_thinned_8",5
"370",196.5,3848.45,4009,4217.55,3524,3820,4069.025,1219.02060732025,"2","Set2_thinned_8",5
"371",256.5,3941.675,4171.5,4392.325,4182.975,4603,5105.075,1219.02060732025,"2","Set2_thinned_8",5
"372",334,5298.7,5426,5570.3,4483.9,5071,5310.05,1219.02060732025,"2","Set2_thinned_8",5
"373",361.5,5304.825,5434.5,5573.175,5340.975,5440,5581.075,1219.02060732025,"2","Set2_thinned_8",5
"374",407,5493.275,5687.5,5878.725,5380.975,5511,5666.125,1219.02060732025,"2","Set2_thinned_8",5
"375",481.5,5601.825,5750.5,5899.175,5616,5665.5,5860.475,1219.02060732025,"2","Set2_thinned_8",5
"376",502,5481.7,5609,5736.3,5792.975,5962,6252.025,1219.02060732025,"2","Set2_thinned_8",5
"377",574,6309.2,6465,6620.8,6107.875,6467,6621.05,1219.02060732025,"2","Set2_thinned_8",5
"378",595.5,6480.15,6632.5,6781.175,6391.975,6495,6625.05,1219.02060732025,"2","Set2_thinned_8",5
"379",643.5,6814,7023,7233.95,6670.975,6798,6890.025,1219.02060732025,"2","Set2_thinned_8",5
"380",649,6678.275,6835.5,6992.725,6695.925,6824,6981.025,1219.02060732025,"2","Set2_thinned_8",5
"381",670,6681.575,6844.5,7141.425,6705.95,6869,6995.125,1219.02060732025,"2","Set2_thinned_8",5
"382",749,6458.275,6615.5,6776.725,6895.95,7033.5,7166,1219.02060732025,"2","Set2_thinned_8",5
"383",767,6410.925,6561.5,6725.075,6847.875,7073.5,7231.05,1219.02060732025,"2","Set2_thinned_8",5
"384",850.5,7169.55,7294,7418.45,7203.975,7329,7406.025,1219.02060732025,"2","Set2_thinned_8",5
"385",870.5,7267.15,7384,7500.85,7281.975,7371,7515.025,1219.02060732025,"2","Set2_thinned_8",5
"386",937.5,7585.75,7714,7842.25,7402,7501,7599.025,1219.02060732025,"2","Set2_thinned_8",5
"387",1002.5,7493.875,7594.5,7687.125,7642,7704,7764.025,1219.02060732025,"2","Set2_thinned_8",5
"388",1046.5,7585.75,7714,7842.25,7643,7738.5,7833.05,1219.02060732025,"2","Set2_thinned_8",5
"389",1078.5,7688.15,7824,7959.85,7733,7814,7923,1219.02060732025,"2","Set2_thinned_8",5
"390",1144.5,7852.05,7995,8158.95,7866.975,8102.5,8799.075,1219.02060732025,"2","Set2_thinned_8",5
"391",0,-72.8,-69,-65.2,-56,77,1469.425,1186.51917764888,"2","Set2_thinned_9",5
"392",24.5,7.275,145.5,283.725,-4.075,123.5,341.025,1186.51917764888,"2","Set2_thinned_9",5
"393",69,313.6,420,526.4,341.725,970.5,2163.45,1186.51917764888,"2","Set2_thinned_9",5
"394",76.5,6866.625,7042.5,7237.375,405.75,1103.5,2181.625,1186.51917764888,"2","Set2_thinned_9",5
"395",104.5,2005.575,2168.5,2331.425,610.8,1598,2311.075,1186.51917764888,"2","Set2_thinned_9",5
"396",144.5,3180.9,3319,3450.1,2376.975,2574,2676,1186.51917764888,"2","Set2_thinned_9",5
"397",148,2360.7,2545,2729.3,3342,3436,3560.025,1186.51917764888,"2","Set2_thinned_9",5
"398",160.5,3585.875,3754.5,3951.125,2634.95,3528,4321,1186.51917764888,"2","Set2_thinned_9",5
"399",256.5,3941.675,4171.5,4392.325,3244.85,4426,5127,1186.51917764888,"2","Set2_thinned_9",5
"400",334,5298.7,5426,5570.3,4447.95,5059.5,5308.025,1186.51917764888,"2","Set2_thinned_9",5
"401",361.5,5304.825,5434.5,5573.175,5385,5474,5570,1186.51917764888,"2","Set2_thinned_9",5
"402",407,5493.275,5687.5,5878.725,5435.975,5522,5645.075,1186.51917764888,"2","Set2_thinned_9",5
"403",481.5,5601.825,5750.5,5899.175,5617,5668,5880.075,1186.51917764888,"2","Set2_thinned_9",5
"404",502,5481.7,5609,5736.3,5767.975,5926.5,6163.05,1186.51917764888,"2","Set2_thinned_9",5
"405",552.5,6747.225,6922.5,7146.775,5889.875,6206,6365,1186.51917764888,"2","Set2_thinned_9",5
"406",574,6309.2,6465,6620.8,5923,6178.5,6420.025,1186.51917764888,"2","Set2_thinned_9",5
"407",643.5,6814,7023,7233.95,6044,6321,6493,1186.51917764888,"2","Set2_thinned_9",5
"408",649,6678.275,6835.5,6992.725,6050.925,6334,6496.05,1186.51917764888,"2","Set2_thinned_9",5
"409",670,6681.575,6844.5,7141.425,6567.975,6854,6969.1,1186.51917764888,"2","Set2_thinned_9",5
"410",749,6458.275,6615.5,6776.725,6606.975,6927,7044,1186.51917764888,"2","Set2_thinned_9",5
"411",767,6410.925,6561.5,6725.075,6898.975,7009,7106.025,1186.51917764888,"2","Set2_thinned_9",5
"412",844.5,6866.625,7042.5,7237.375,7167.975,7273,7319,1186.51917764888,"2","Set2_thinned_9",5
"413",850.5,7169.55,7294,7418.45,7013.975,7146,7307.05,1186.51917764888,"2","Set2_thinned_9",5
"414",870.5,7267.15,7384,7500.85,7068.975,7200,7419.05,1186.51917764888,"2","Set2_thinned_9",5
"415",1002.5,7493.875,7594.5,7687.125,7473.95,7612,7698.075,1186.51917764888,"2","Set2_thinned_9",5
"416",1046.5,7585.75,7714,7842.25,7645,7748,7855,1186.51917764888,"2","Set2_thinned_9",5
"417",1078.5,7688.15,7824,7959.85,7721.975,7806,7926.1,1186.51917764888,"2","Set2_thinned_9",5
"418",1144.5,7852.05,7995,8158.95,7854.975,8111,8780.35,1186.51917764888,"2","Set2_thinned_9",5
"419",0,-72.8,-69,-65.2,-57,79.5,962.425,1250.18522913321,"2","Set2_thinned_10",5
"420",24.5,7.275,145.5,283.725,-9.05,122,324.125,1250.18522913321,"2","Set2_thinned_10",5
"421",69,313.6,420,526.4,509.95,1241.5,1885.075,1250.18522913321,"2","Set2_thinned_10",5
"422",76.5,6866.625,7042.5,7237.375,532,755.5,1885.325,1250.18522913321,"2","Set2_thinned_10",5
"423",104.5,2005.575,2168.5,2331.425,854.725,1805,2809.25,1250.18522913321,"2","Set2_thinned_10",5
"424",144.5,3180.9,3319,3450.1,2597.95,3305,3610.025,1250.18522913321,"2","Set2_thinned_10",5
"425",148,2360.7,2545,2729.3,2697.875,3401,3649.1,1250.18522913321,"2","Set2_thinned_10",5
"426",160.5,3585.875,3754.5,3951.125,2604.95,3017.5,4231.125,1250.18522913321,"2","Set2_thinned_10",5
"427",196.5,3848.45,4009,4217.55,2793.9,3636,4720.075,1250.18522913321,"2","Set2_thinned_10",5
"428",334,5298.7,5426,5570.3,4510.75,5162.5,5360,1250.18522913321,"2","Set2_thinned_10",5
"429",361.5,5304.825,5434.5,5573.175,5376,5480,5575.025,1250.18522913321,"2","Set2_thinned_10",5
"430",407,5493.275,5687.5,5878.725,5433.975,5527,5661.05,1250.18522913321,"2","Set2_thinned_10",5
"431",481.5,5601.825,5750.5,5899.175,5611.975,5665,5905.05,1250.18522913321,"2","Set2_thinned_10",5
"432",502,5481.7,5609,5736.3,5758,5923.5,6162.1,1250.18522913321,"2","Set2_thinned_10",5
"433",552.5,6747.225,6922.5,7146.775,5925.975,6236,6390.05,1250.18522913321,"2","Set2_thinned_10",5
"434",574,6309.2,6465,6620.8,6226.975,6436,6557.025,1250.18522913321,"2","Set2_thinned_10",5
"435",595.5,6480.15,6632.5,6781.175,6342,6480,6664.175,1250.18522913321,"2","Set2_thinned_10",5
"436",643.5,6814,7023,7233.95,6509.975,6578,6659.05,1250.18522913321,"2","Set2_thinned_10",5
"437",670,6681.575,6844.5,7141.425,6517,6587,6679,1250.18522913321,"2","Set2_thinned_10",5
"438",749,6458.275,6615.5,6776.725,6543,6617.5,6715.125,1250.18522913321,"2","Set2_thinned_10",5
"439",767,6410.925,6561.5,6725.075,6903.975,7013,7108.025,1250.18522913321,"2","Set2_thinned_10",5
"440",844.5,6866.625,7042.5,7237.375,6948.775,7287,7383.025,1250.18522913321,"2","Set2_thinned_10",5
"441",850.5,7169.55,7294,7418.45,6989.95,7300.5,7390.05,1250.18522913321,"2","Set2_thinned_10",5
"442",870.5,7267.15,7384,7500.85,7253.925,7346,7489.05,1250.18522913321,"2","Set2_thinned_10",5
"443",937.5,7585.75,7714,7842.25,7345,7475,7580.05,1250.18522913321,"2","Set2_thinned_10",5
"444",1002.5,7493.875,7594.5,7687.125,7714.975,8009,8690.4,1250.18522913321,"2","Set2_thinned_10",5
"445",1046.5,7585.75,7714,7842.25,7761.875,8178,9075.5,1250.18522913321,"2","Set2_thinned_10",5
"446",1144.5,7852.05,7995,8158.95,7851.9,8560,9729.075,1250.18522913321,"2","Set2_thinned_10",5
"447",0,-72.8,-69,-65.2,262.875,956.5,1179,538.372794283849,"3","Set3_thinned_2",5
"448",69,950.9,1118.5,1281.425,276.8,955,1323.05,538.372794283849,"3","Set3_thinned_2",5
"449",104.5,1381.95,1514,1687.05,1300.975,1773,2283.425,538.372794283849,"3","Set3_thinned_2",5
"450",148,2360.7,2545,2729.3,1650.95,2250,3909.95,538.372794283849,"3","Set3_thinned_2",5
"451",196.5,3848.45,4009,4217.55,1908.975,3024.5,4648.05,538.372794283849,"3","Set3_thinned_2",5
"452",334,5298.7,5426,5570.3,4209.95,4912,5463.225,538.372794283849,"3","Set3_thinned_2",5
"453",407,5493.275,5687.5,5878.725,5183,5382,5675.025,538.372794283849,"3","Set3_thinned_2",5
"454",502,5067.1,5355,5560.9,5826.975,6281.5,6662,538.372794283849,"3","Set3_thinned_2",5
"455",574,6672,6824,6976,5971.975,6302,6767.025,538.372794283849,"3","Set3_thinned_2",5
"456",643.5,6814,7023,7233.95,6743,6831,6902.025,538.372794283849,"3","Set3_thinned_2",5
"457",670,6675.075,6828.5,6981.925,6958,7033,7168.025,538.372794283849,"3","Set3_thinned_2",5
"458",767,6410.925,6561.5,6725.075,7066.85,7234,7350.1,538.372794283849,"3","Set3_thinned_2",5
"459",850.5,7171.525,7295.5,7419.475,7158.975,7454.5,7659.05,538.372794283849,"3","Set3_thinned_2",5
"460",937.5,7585.75,7714,7842.25,7365.975,7494.5,7646.05,538.372794283849,"3","Set3_thinned_2",5
"461",1046.5,7585.75,7714,7842.25,7713,8087,9466.05,538.372794283849,"3","Set3_thinned_2",5
"462",1144.5,7852.05,7995,8158.95,7754.975,8446.5,10191.2,538.372794283849,"3","Set3_thinned_2",5
"463",0,-72.8,-69,-65.2,2398,3078.5,3492.125,1689.98985978925,"3","Set3_thinned_3",5
"464",24.5,7.275,145.5,283.725,2464.875,3140.5,3519,1689.98985978925,"3","Set3_thinned_3",5
"465",76.5,6866.625,7042.5,7237.375,445.875,1019.5,1350.1,1689.98985978925,"3","Set3_thinned_3",5
"466",104.5,1381.95,1514,1687.05,1156.975,1865.5,2464,1689.98985978925,"3","Set3_thinned_3",5
"467",148,2360.7,2545,2729.3,3491,3707,3807.025,1689.98985978925,"3","Set3_thinned_3",5
"468",160.5,3585.875,3754.5,3951.125,2526,2765,3492.075,1689.98985978925,"3","Set3_thinned_3",5
"469",256.5,3941.675,4171.5,4392.325,4008.975,4661,5192.25,1689.98985978925,"3","Set3_thinned_3",5
"470",334,5298.7,5426,5570.3,4369,4906,5412.05,1689.98985978925,"3","Set3_thinned_3",5
"471",407,5493.275,5687.5,5878.725,5431.95,5569,5759.05,1689.98985978925,"3","Set3_thinned_3",5
"472",481.5,5601.825,5750.5,5899.175,5768.925,6143,6567.125,1689.98985978925,"3","Set3_thinned_3",5
"473",552.5,6747.225,6922.5,7146.775,6067.1,6612,6745.025,1689.98985978925,"3","Set3_thinned_3",5
"474",574,6672,6824,6976,5968.975,6266.5,6492,1689.98985978925,"3","Set3_thinned_3",5
"475",643.5,6814,7023,7233.95,6109.975,6383,6535.025,1689.98985978925,"3","Set3_thinned_3",5
"476",649,6678.275,6835.5,6992.725,6118.875,6390,6538,1689.98985978925,"3","Set3_thinned_3",5
"477",749,6458.275,6615.5,6776.725,6985.95,7158,7300.025,1689.98985978925,"3","Set3_thinned_3",5
"478",767,6410.925,6561.5,6725.075,7034,7178,7276.025,1689.98985978925,"3","Set3_thinned_3",5
"479",850.5,7171.525,7295.5,7419.475,7239.975,7339,7405,1689.98985978925,"3","Set3_thinned_3",5
"480",870.5,7267.15,7384,7500.85,7298.975,7395,7512.025,1689.98985978925,"3","Set3_thinned_3",5
"481",1002.5,7493.875,7594.5,7687.125,7469.95,7616,7715,1689.98985978925,"3","Set3_thinned_3",5
"482",1046.5,7585.75,7714,7842.25,7636.975,7731,7891.025,1689.98985978925,"3","Set3_thinned_3",5
"483",1144.5,7852.05,7995,8158.95,7725.95,7970,8554.05,1689.98985978925,"3","Set3_thinned_3",5
