"","Depth","lwr_true","median_true","upr_true","lwr_2sd","median","upr_2sd","test_error","subset","runID","nfold"
"1947",937.5,7585.75,7714,7842.25,7401,7494,7586,1324.54227269002,"9","Set9_thinned_8",5
"1948",1002.5,7493.875,7594.5,7687.125,7642,7701,7759,1324.54227269002,"9","Set9_thinned_8",5
"1949",1046.5,7585.75,7714,7842.25,7662,7738.5,7824,1324.54227269002,"9","Set9_thinned_8",5
"1950",1078.5,7688.15,7824,7959.85,7715.95,7839,8367.15,1324.54227269002,"9","Set9_thinned_8",5
"1951",1144.5,7852.05,7995,8158.95,7754.95,8008,8769.125,1324.54227269002,"9","Set9_thinned_8",5
"1952",0,-72.8,-69,-65.2,-57.025,60,240.025,1270.81034678665,"9","Set9_thinned_9",5
"1953",24.5,7.275,145.5,283.725,51,433,1253.1,1270.81034678665,"9","Set9_thinned_9",5
"1954",69,313.6,420,526.4,434.925,1323,1907.125,1270.81034678665,"9","Set9_thinned_9",5
"1955",76.5,6866.625,7042.5,7237.375,601.975,837.5,1642.125,1270.81034678665,"9","Set9_thinned_9",5
"1956",104.5,2008.55,2171,2333.45,1262.875,2033,2875.25,1270.81034678665,"9","Set9_thinned_9",5
"1957",144.5,3180.9,3319,3450.1,2357,2542,2674.025,1270.81034678665,"9","Set9_thinned_9",5
"1958",148,2360.7,2545,2729.3,3317,3428,3554,1270.81034678665,"9","Set9_thinned_9",5
"1959",160.5,3585.875,3754.5,3951.125,2493.975,2729,3201.125,1270.81034678665,"9","Set9_thinned_9",5
"1960",256.5,3463.275,3620.5,3815.725,3976.9,4536,5099.025,1270.81034678665,"9","Set9_thinned_9",5
"1961",334,4659.425,4888.5,5033.575,4430.65,5140,5352.05,1270.81034678665,"9","Set9_thinned_9",5
"1962",361.5,5304.825,5434.5,5573.175,4882,5130,5449.025,1270.81034678665,"9","Set9_thinned_9",5
"1963",407,5493.275,5687.5,5878.725,5391.975,5500,5636.025,1270.81034678665,"9","Set9_thinned_9",5
"1964",481.5,5601.825,5750.5,5899.175,5236,5728,5964.025,1270.81034678665,"9","Set9_thinned_9",5
"1965",502,5062.525,5322.5,5543.475,5703,5803,5943.05,1270.81034678665,"9","Set9_thinned_9",5
"1966",552.5,6747.225,6922.5,7146.775,5446.95,5890.5,6172.025,1270.81034678665,"9","Set9_thinned_9",5
"1967",574,5937.5,6099,6269.5,5478.95,5932.5,6200.1,1270.81034678665,"9","Set9_thinned_9",5
"1968",643.5,6814,7023,7233.95,6142,6303,6430.075,1270.81034678665,"9","Set9_thinned_9",5
"1969",649,6678.275,6835.5,6992.725,6208.975,6565.5,6946.05,1270.81034678665,"9","Set9_thinned_9",5
"1970",670,6315.25,6472,6628.75,6241.95,6633.5,6956,1270.81034678665,"9","Set9_thinned_9",5
"1971",749,6752.25,6947,7146.75,6481,6564,6629,1270.81034678665,"9","Set9_thinned_9",5
"1972",767,6410.925,6561.5,6725.075,6853.975,6958,7057.025,1270.81034678665,"9","Set9_thinned_9",5
"1973",844.5,6866.85,7065,7252.15,7113.925,7258,7307,1270.81034678665,"9","Set9_thinned_9",5
"1974",850.5,7169.55,7294,7418.45,7070,7181,7295.025,1270.81034678665,"9","Set9_thinned_9",5
"1975",870.5,7267.15,7384,7500.85,7234.875,7346,7512,1270.81034678665,"9","Set9_thinned_9",5
"1976",1002.5,7493.875,7594.5,7687.125,7409.975,7601,7703.025,1270.81034678665,"9","Set9_thinned_9",5
"1977",1046.5,7585.75,7714,7842.25,7646,7738,7839,1270.81034678665,"9","Set9_thinned_9",5
"1978",1078.5,7688.15,7824,7959.85,7730,7805,7911.025,1270.81034678665,"9","Set9_thinned_9",5
"1979",1144.5,7852.05,7995,8158.95,7868.95,8139.5,8898,1270.81034678665,"9","Set9_thinned_9",5
"1980",0,-72.8,-69,-65.2,-56.025,52,237,1126.56781626445,"9","Set9_thinned_10",5
"1981",24.5,7.275,145.5,283.725,61.925,472,1499.125,1126.56781626445,"9","Set9_thinned_10",5
"1982",69,313.6,420,526.4,409.55,1429,2026.05,1126.56781626445,"9","Set9_thinned_10",5
"1983",76.5,6866.625,7042.5,7237.375,548.325,1586,2065.15,1126.56781626445,"9","Set9_thinned_10",5
"1984",104.5,2008.55,2171,2333.45,985.825,1577,2238.125,1126.56781626445,"9","Set9_thinned_10",5
"1985",144.5,3180.9,3319,3450.1,1874.525,2475,2643.05,1126.56781626445,"9","Set9_thinned_10",5
"1986",148,2360.7,2545,2729.3,3349,3438.5,3537.15,1126.56781626445,"9","Set9_thinned_10",5
"1987",160.5,3585.875,3754.5,3951.125,2641.95,2952,3587.15,1126.56781626445,"9","Set9_thinned_10",5
"1988",196.5,3848.45,4009,4217.55,3790.975,4008.5,4559.025,1126.56781626445,"9","Set9_thinned_10",5
"1989",334,4659.425,4888.5,5033.575,4522.95,5149.5,5352,1126.56781626445,"9","Set9_thinned_10",5
"1990",361.5,5304.825,5434.5,5573.175,4955,5155,5486.05,1126.56781626445,"9","Set9_thinned_10",5
"1991",407,5493.275,5687.5,5878.725,5384.975,5508,5660.05,1126.56781626445,"9","Set9_thinned_10",5
"1992",481.5,5601.825,5750.5,5899.175,5665.975,5827.5,6198,1126.56781626445,"9","Set9_thinned_10",5
"1993",502,5062.525,5322.5,5543.475,5712,5811.5,5958,1126.56781626445,"9","Set9_thinned_10",5
"1994",552.5,6747.225,6922.5,7146.775,5921.975,6051,6154.025,1126.56781626445,"9","Set9_thinned_10",5
"1995",574,5937.5,6099,6269.5,5931.925,6428.5,6621,1126.56781626445,"9","Set9_thinned_10",5
"1996",595.5,6480.15,6632.5,6781.175,6070.95,6213.5,6444.05,1126.56781626445,"9","Set9_thinned_10",5
"1997",643.5,6814,7023,7233.95,6333.9,6542.5,6680,1126.56781626445,"9","Set9_thinned_10",5
"1998",670,6315.25,6472,6628.75,6256.95,6454,7063,1126.56781626445,"9","Set9_thinned_10",5
"1999",749,6752.25,6947,7146.75,6418.925,6565,7177.025,1126.56781626445,"9","Set9_thinned_10",5
"2000",767,6410.925,6561.5,6725.075,6839.975,6953,7053.025,1126.56781626445,"9","Set9_thinned_10",5
"2001",844.5,6866.85,7065,7252.15,7009.975,7250,7385,1126.56781626445,"9","Set9_thinned_10",5
"2002",850.5,7169.55,7294,7418.45,7068.975,7174,7283.025,1126.56781626445,"9","Set9_thinned_10",5
"2003",870.5,7267.15,7384,7500.85,7236,7363,7486,1126.56781626445,"9","Set9_thinned_10",5
"2004",937.5,7585.75,7714,7842.25,7385.95,7500,7646.05,1126.56781626445,"9","Set9_thinned_10",5
"2005",1002.5,7493.875,7594.5,7687.125,7467.95,7612,7714.025,1126.56781626445,"9","Set9_thinned_10",5
"2006",1046.5,7585.75,7714,7842.25,7670,7764,7928.05,1126.56781626445,"9","Set9_thinned_10",5
"2007",1144.5,7852.05,7995,8158.95,7766.975,8139.5,8979.025,1126.56781626445,"9","Set9_thinned_10",5
"2008",0,-72.8,-69,-65.2,-26.075,336.5,517.025,423.513577114123,"10","Set10_thinned_2",5
"2009",69,336.45,506,623.55,248.525,1162.5,2149.375,423.513577114123,"10","Set10_thinned_2",5
"2010",104.5,1747.2,1903,2088.8,564.75,1790.5,2392,423.513577114123,"10","Set10_thinned_2",5
"2011",148,2360.7,2545,2729.3,2283,2905,3558,423.513577114123,"10","Set10_thinned_2",5
"2012",196.5,3848.45,4009,4217.55,2712.975,3178.5,4275.3,423.513577114123,"10","Set10_thinned_2",5
"2013",334,4655.4,4864,5029.6,4355.9,5070,5469,423.513577114123,"10","Set10_thinned_2",5
"2014",407,5493.275,5687.5,5878.725,4956.975,5227,5578.075,423.513577114123,"10","Set10_thinned_2",5
"2015",502,5600.775,5748.5,5896.225,5791.95,6091.5,6326,423.513577114123,"10","Set10_thinned_2",5
"2016",574,6309.2,6465,6620.8,5802.925,6116,6507.25,423.513577114123,"10","Set10_thinned_2",5
"2017",643.5,6814,7023,7233.95,6463.925,6685,6786.05,423.513577114123,"10","Set10_thinned_2",5
"2018",670,6675.075,6828.5,6981.925,6384.975,6531,6622,423.513577114123,"10","Set10_thinned_2",5
"2019",767,6410.925,6561.5,6725.075,6861,6977,7096.025,423.513577114123,"10","Set10_thinned_2",5
"2020",850.5,6899.775,7066.5,7242.225,7182,7418,7610.025,423.513577114123,"10","Set10_thinned_2",5
"2021",937.5,7585.75,7714,7842.25,7152,7362,7603,423.513577114123,"10","Set10_thinned_2",5
"2022",1046.5,7585.75,7714,7842.25,7727.9,8097,9497.15,423.513577114123,"10","Set10_thinned_2",5
"2023",1144.5,7852.05,7995,8158.95,7769.975,8418,10244.1,423.513577114123,"10","Set10_thinned_2",5
"2024",0,-72.8,-69,-65.2,-55.025,83.5,256.025,1286.92060009636,"10","Set10_thinned_3",5
"2025",24.5,7.275,145.5,283.725,77.95,397,1287.325,1286.92060009636,"10","Set10_thinned_3",5
"2026",76.5,6866.625,7042.5,7237.375,502.95,1380,1762.05,1286.92060009636,"10","Set10_thinned_3",5
"2027",104.5,1747.2,1903,2088.8,1270.875,1899,2447.05,1286.92060009636,"10","Set10_thinned_3",5
"2028",148,2360.7,2545,2729.3,2462.975,3337,3601,1286.92060009636,"10","Set10_thinned_3",5
"2029",160.5,3585.875,3754.5,3951.125,2525,2774,3474.075,1286.92060009636,"10","Set10_thinned_3",5
"2030",256.5,3941.675,4171.5,4392.325,3906.95,4365,4713,1286.92060009636,"10","Set10_thinned_3",5
"2031",334,4655.4,4864,5029.6,4360.7,4907,5429.025,1286.92060009636,"10","Set10_thinned_3",5
"2032",407,5493.275,5687.5,5878.725,4991.925,5293.5,5623.025,1286.92060009636,"10","Set10_thinned_3",5
"2033",481.5,5601.825,5750.5,5899.175,5701,5876,6119.1,1286.92060009636,"10","Set10_thinned_3",5
"2034",552.5,6747.225,6922.5,7146.775,5929.8,6267.5,6397.025,1286.92060009636,"10","Set10_thinned_3",5
"2035",574,6309.2,6465,6620.8,6215.975,6654,6839.025,1286.92060009636,"10","Set10_thinned_3",5
"2036",643.5,6814,7023,7233.95,6656,6788,6881,1286.92060009636,"10","Set10_thinned_3",5
"2037",649,6668.6,6813,6957.4,6598,6865,6969.025,1286.92060009636,"10","Set10_thinned_3",5
"2038",749,6752.25,6947,7146.75,6783,6904,7027.05,1286.92060009636,"10","Set10_thinned_3",5
"2039",767,6410.925,6561.5,6725.075,6873,6976,7068.025,1286.92060009636,"10","Set10_thinned_3",5
"2040",850.5,6899.775,7066.5,7242.225,7218.8,7321,7393,1286.92060009636,"10","Set10_thinned_3",5
"2041",870.5,7267.15,7384,7500.85,7049.975,7174,7396.05,1286.92060009636,"10","Set10_thinned_3",5
"2042",1002.5,7493.875,7594.5,7687.125,7487.95,7615,7698.05,1286.92060009636,"10","Set10_thinned_3",5
"2043",1046.5,7585.75,7714,7842.25,7629.975,7726,7895,1286.92060009636,"10","Set10_thinned_3",5
"2044",1144.5,7852.05,7995,8158.95,7757.975,8151,9209.625,1286.92060009636,"10","Set10_thinned_3",5
"2045",0,-72.8,-69,-65.2,-57,62,240.05,319.987711352587,"10","Set10_thinned_4",5
"2046",24.5,7.275,145.5,283.725,3.975,140,367.1,319.987711352587,"10","Set10_thinned_4",5
"2047",69,336.45,506,623.55,477.825,1138,1690.025,319.987711352587,"10","Set10_thinned_4",5
"2048",104.5,1747.2,1903,2088.8,761.95,1344,2099,319.987711352587,"10","Set10_thinned_4",5
"2049",144.5,3180.9,3319,3450.1,2183.95,2811.5,3651,319.987711352587,"10","Set10_thinned_4",5
"2050",148,2360.7,2545,2729.3,2210.975,2889.5,3682.025,319.987711352587,"10","Set10_thinned_4",5
"2051",196.5,3848.45,4009,4217.55,2736.95,3283,3877.175,319.987711352587,"10","Set10_thinned_4",5
"2052",256.5,3941.675,4171.5,4392.325,4115.975,4474,5217.1,319.987711352587,"10","Set10_thinned_4",5
"2053",334,4655.4,4864,5029.6,4369.925,5053.5,5493.125,319.987711352587,"10","Set10_thinned_4",5
"2054",407,5493.275,5687.5,5878.725,4972.95,5261,5560.075,319.987711352587,"10","Set10_thinned_4",5
"2055",481.5,5601.825,5750.5,5899.175,5646.975,5746,5849,319.987711352587,"10","Set10_thinned_4",5
"2056",502,5600.775,5748.5,5896.225,5766.95,5966,6336,319.987711352587,"10","Set10_thinned_4",5
"2057",574,6309.2,6465,6620.8,6062,6444.5,6603.05,319.987711352587,"10","Set10_thinned_4",5
"2058",595.5,6480.15,6632.5,6781.175,6406.975,6502.5,6641.025,319.987711352587,"10","Set10_thinned_4",5
"2059",643.5,6814,7023,7233.95,6650,6741,6820.05,319.987711352587,"10","Set10_thinned_4",5
"2060",670,6675.075,6828.5,6981.925,6734.975,6888,6964.025,319.987711352587,"10","Set10_thinned_4",5
"2061",749,6752.25,6947,7146.75,6802.95,6909,7035.05,319.987711352587,"10","Set10_thinned_4",5
"2062",767,6410.925,6561.5,6725.075,6902,6970,7063,319.987711352587,"10","Set10_thinned_4",5
"2063",850.5,6899.775,7066.5,7242.225,7167.95,7420,7603,319.987711352587,"10","Set10_thinned_4",5
"2064",870.5,7267.15,7384,7500.85,7198,7473,7625,319.987711352587,"10","Set10_thinned_4",5
"2065",937.5,7585.75,7714,7842.25,7381,7492,7635.025,319.987711352587,"10","Set10_thinned_4",5
"2066",1046.5,7585.75,7714,7842.25,7734.975,7821.5,7896,319.987711352587,"10","Set10_thinned_4",5
"2067",1078.5,7688.15,7824,7959.85,7746.95,7826,7929.025,319.987711352587,"10","Set10_thinned_4",5
"2068",1144.5,7852.05,7995,8158.95,7855.925,8072,8802.275,319.987711352587,"10","Set10_thinned_4",5
"2069",0,-72.8,-69,-65.2,-57,67.5,234,1167.09960586061,"10","Set10_thinned_5",5
"2070",24.5,7.275,145.5,283.725,76.875,517,2146.7,1167.09960586061,"10","Set10_thinned_5",5
"2071",69,336.45,506,623.55,409.675,1562.5,2848.45,1167.09960586061,"10","Set10_thinned_5",5
"2072",76.5,6866.625,7042.5,7237.375,461.775,1739.5,2931.025,1167.09960586061,"10","Set10_thinned_5",5
"2073",144.5,3180.9,3319,3450.1,1990,2472,2642.025,1167.09960586061,"10","Set10_thinned_5",5
"2074",148,2360.7,2545,2729.3,3346.975,3435.5,3592.05,1167.09960586061,"10","Set10_thinned_5",5
"2075",160.5,3585.875,3754.5,3951.125,2497,2750,3700.325,1167.09960586061,"10","Set10_thinned_5",5
"2076",196.5,3848.45,4009,4217.55,2681.825,3194.5,4222.025,1167.09960586061,"10","Set10_thinned_5",5
"2077",334,4655.4,4864,5029.6,4216.975,4851,5505.15,1167.09960586061,"10","Set10_thinned_5",5
"2078",361.5,5304.825,5434.5,5573.175,4319.975,5002.5,5570.025,1167.09960586061,"10","Set10_thinned_5",5
"2079",407,5493.275,5687.5,5878.725,4561.925,5267,5660.175,1167.09960586061,"10","Set10_thinned_5",5
"2080",481.5,5601.825,5750.5,5899.175,5709.975,5903.5,6187.025,1167.09960586061,"10","Set10_thinned_5",5
"2081",552.5,6747.225,6922.5,7146.775,6009.925,6280,6395.025,1167.09960586061,"10","Set10_thinned_5",5
"2082",574,6309.2,6465,6620.8,6214.95,6492,6624.025,1167.09960586061,"10","Set10_thinned_5",5
"2083",595.5,6480.15,6632.5,6781.175,6402,6507,6639.075,1167.09960586061,"10","Set10_thinned_5",5
"2084",643.5,6814,7023,7233.95,6649.975,6734,6803.025,1167.09960586061,"10","Set10_thinned_5",5
"2085",670,6675.075,6828.5,6981.925,6729,6890,6964.025,1167.09960586061,"10","Set10_thinned_5",5
"2086",749,6752.25,6947,7146.75,6829.975,6944,7051.025,1167.09960586061,"10","Set10_thinned_5",5
"2087",767,6410.925,6561.5,6725.075,6927.95,7011,7209.05,1167.09960586061,"10","Set10_thinned_5",5
"2088",844.5,6814,7023,7233.95,7081.975,7272,7358.025,1167.09960586061,"10","Set10_thinned_5",5
"2089",870.5,7267.15,7384,7500.85,7094.9,7232,7441.075,1167.09960586061,"10","Set10_thinned_5",5
"2090",937.5,7585.75,7714,7842.25,7386,7486,7579,1167.09960586061,"10","Set10_thinned_5",5
"2091",1002.5,7493.875,7594.5,7687.125,7692,7887,8598.65,1167.09960586061,"10","Set10_thinned_5",5
"2092",1046.5,7585.75,7714,7842.25,7706.975,8008.5,8872.1,1167.09960586061,"10","Set10_thinned_5",5
"2093",1144.5,7852.05,7995,8158.95,7738.975,8241,9402.175,1167.09960586061,"10","Set10_thinned_5",5
"2094",0,-72.8,-69,-65.2,-57,71,241.025,1261.1437574373,"10","Set10_thinned_6",5
"2095",24.5,7.275,145.5,283.725,10,140,358.025,1261.1437574373,"10","Set10_thinned_6",5
"2096",69,336.45,506,623.55,444.85,1090,1579.075,1261.1437574373,"10","Set10_thinned_6",5
"2097",76.5,6866.625,7042.5,7237.375,640.975,814,1350.075,1261.1437574373,"10","Set10_thinned_6",5
"2098",104.5,1747.2,1903,2088.8,1175.875,1715.5,2303.2,1261.1437574373,"10","Set10_thinned_6",5
"2099",148,2360.7,2545,2729.3,2207.85,2894,3607.075,1261.1437574373,"10","Set10_thinned_6",5
"2100",160.5,3585.875,3754.5,3951.125,2298,3173,3725.025,1261.1437574373,"10","Set10_thinned_6",5
"2101",196.5,3848.45,4009,4217.55,3740.95,3900,4074.05,1261.1437574373,"10","Set10_thinned_6",5
"2102",256.5,3941.675,4171.5,4392.325,4119.975,4392,4689.25,1261.1437574373,"10","Set10_thinned_6",5
"2103",334,4655.4,4864,5029.6,4310.875,4706.5,5352.05,1261.1437574373,"10","Set10_thinned_6",5
"2104",407,5493.275,5687.5,5878.725,4493.975,5179.5,5558.025,1261.1437574373,"10","Set10_thinned_6",5
"2105",481.5,5601.825,5750.5,5899.175,5655,5777,5845.025,1261.1437574373,"10","Set10_thinned_6",5
"2106",502,5600.775,5748.5,5896.225,5767.975,5921,6133,1261.1437574373,"10","Set10_thinned_6",5
"2107",552.5,6747.225,6922.5,7146.775,5810.975,6039.5,6363,1261.1437574373,"10","Set10_thinned_6",5
"2108",574,6309.2,6465,6620.8,5853.925,6135,6423,1261.1437574373,"10","Set10_thinned_6",5
"2109",643.5,6814,7023,7233.95,6604,6720,6779.05,1261.1437574373,"10","Set10_thinned_6",5
"2110",649,6668.6,6813,6957.4,6561,6695.5,6855,1261.1437574373,"10","Set10_thinned_6",5
"2111",670,6675.075,6828.5,6981.925,6738.95,6813,6892,1261.1437574373,"10","Set10_thinned_6",5
"2112",749,6752.25,6947,7146.75,6801.975,6919.5,7033.2,1261.1437574373,"10","Set10_thinned_6",5
"2113",767,6410.925,6561.5,6725.075,6904.975,6973,7064,1261.1437574373,"10","Set10_thinned_6",5
"2114",850.5,6899.775,7066.5,7242.225,7190.975,7320,7397.025,1261.1437574373,"10","Set10_thinned_6",5
"2115",870.5,7267.15,7384,7500.85,7092.925,7213,7443,1261.1437574373,"10","Set10_thinned_6",5
"2116",937.5,7585.75,7714,7842.25,7387.925,7483.5,7582.05,1261.1437574373,"10","Set10_thinned_6",5
"2117",1002.5,7493.875,7594.5,7687.125,7647,7709,7782,1261.1437574373,"10","Set10_thinned_6",5
"2118",1046.5,7585.75,7714,7842.25,7678.975,7760,7926.05,1261.1437574373,"10","Set10_thinned_6",5
"2119",1144.5,7852.05,7995,8158.95,7743.975,8043.5,8863,1261.1437574373,"10","Set10_thinned_6",5
"2120",0,-72.8,-69,-65.2,-55,77,248.025,1228.05902258929,"10","Set10_thinned_7",5
"2121",24.5,7.275,145.5,283.725,-5.025,140,388.2,1228.05902258929,"10","Set10_thinned_7",5
"2122",69,336.45,506,623.55,390.95,1051,1562.075,1228.05902258929,"10","Set10_thinned_7",5
"2123",76.5,6866.625,7042.5,7237.375,654.975,812,1303.4,1228.05902258929,"10","Set10_thinned_7",5
"2124",104.5,1747.2,1903,2088.8,1202.9,2078,3189,1228.05902258929,"10","Set10_thinned_7",5
"2125",144.5,3180.9,3319,3450.1,2037.725,3251.5,3626.225,1228.05902258929,"10","Set10_thinned_7",5
"2126",160.5,3585.875,3754.5,3951.125,3319.95,3464,3854.075,1228.05902258929,"10","Set10_thinned_7",5
"2127",196.5,3848.45,4009,4217.55,3442.925,3719,4028.025,1228.05902258929,"10","Set10_thinned_7",5
"2128",256.5,3941.675,4171.5,4392.325,4116,4390,4716.075,1228.05902258929,"10","Set10_thinned_7",5
"2129",334,4655.4,4864,5029.6,4450.975,5061,5329,1228.05902258929,"10","Set10_thinned_7",5
"2130",361.5,5304.825,5434.5,5573.175,4886.975,4995,5419.175,1228.05902258929,"10","Set10_thinned_7",5
"2131",407,5493.275,5687.5,5878.725,4964.975,5226,5569.025,1228.05902258929,"10","Set10_thinned_7",5
"2132",502,5600.775,5748.5,5896.225,5728.95,5996,6249,1228.05902258929,"10","Set10_thinned_7",5
"2133",552.5,6747.225,6922.5,7146.775,5959.975,6241,6373.05,1228.05902258929,"10","Set10_thinned_7",5
"2134",574,6309.2,6465,6620.8,6011,6335,6641.075,1228.05902258929,"10","Set10_thinned_7",5
"2135",595.5,6480.15,6632.5,6781.175,6113.75,6406.5,6672.05,1228.05902258929,"10","Set10_thinned_7",5
"2136",643.5,6814,7023,7233.95,6695.95,6779,6857.025,1228.05902258929,"10","Set10_thinned_7",5
"2137",649,6668.6,6813,6957.4,6663.95,6813,6946,1228.05902258929,"10","Set10_thinned_7",5
"2138",749,6752.25,6947,7146.75,6808.975,6897,6987.025,1228.05902258929,"10","Set10_thinned_7",5
"2139",767,6410.925,6561.5,6725.075,6820.975,6913,6997,1228.05902258929,"10","Set10_thinned_7",5
"2140",844.5,6814,7023,7233.95,7010.95,7113,7222.025,1228.05902258929,"10","Set10_thinned_7",5
"2141",850.5,6899.775,7066.5,7242.225,7088.975,7188,7276.175,1228.05902258929,"10","Set10_thinned_7",5
"2142",870.5,7267.15,7384,7500.85,7123.975,7251,7484.075,1228.05902258929,"10","Set10_thinned_7",5
"2143",937.5,7585.75,7714,7842.25,7390.975,7494.5,7631.025,1228.05902258929,"10","Set10_thinned_7",5
"2144",1046.5,7585.75,7714,7842.25,7720.95,7806,7890,1228.05902258929,"10","Set10_thinned_7",5
"2145",1078.5,7688.15,7824,7959.85,7725.975,7878,8514.1,1228.05902258929,"10","Set10_thinned_7",5
"2146",1144.5,7852.05,7995,8158.95,7768.975,8074,9026.075,1228.05902258929,"10","Set10_thinned_7",5
"2147",0,-72.8,-69,-65.2,-60,73,244.025,1221.23948306628,"10","Set10_thinned_8",5
"2148",24.5,7.275,145.5,283.725,0,139,386.1,1221.23948306628,"10","Set10_thinned_8",5
"2149",69,336.45,506,623.55,378.975,1070.5,1578.1,1221.23948306628,"10","Set10_thinned_8",5
"2150",76.5,6866.625,7042.5,7237.375,610.975,813,1428.125,1221.23948306628,"10","Set10_thinned_8",5
"2151",104.5,1747.2,1903,2088.8,1284.25,2033.5,2897.05,1221.23948306628,"10","Set10_thinned_8",5
"2152",144.5,3180.9,3319,3450.1,2241.925,2513,2657,1221.23948306628,"10","Set10_thinned_8",5
"2153",148,2360.7,2545,2729.3,3296.975,3397,3665.025,1221.23948306628,"10","Set10_thinned_8",5
"2154",196.5,3848.45,4009,4217.55,2737.975,3287,3879.2,1221.23948306628,"10","Set10_thinned_8",5
"2155",256.5,3941.675,4171.5,4392.325,4112.925,4391,4715.075,1221.23948306628,"10","Set10_thinned_8",5
"2156",334,4655.4,4864,5029.6,4496.925,5063,5324.025,1221.23948306628,"10","Set10_thinned_8",5
"2157",361.5,5304.825,5434.5,5573.175,4929.95,5145,5450.075,1221.23948306628,"10","Set10_thinned_8",5
"2158",407,5493.275,5687.5,5878.725,5391.975,5505,5647.075,1221.23948306628,"10","Set10_thinned_8",5
"2159",481.5,5601.825,5750.5,5899.175,5647,5750,5846.075,1221.23948306628,"10","Set10_thinned_8",5
"2160",502,5600.775,5748.5,5896.225,5769.975,5955.5,6238.025,1221.23948306628,"10","Set10_thinned_8",5
"2161",574,6309.2,6465,6620.8,6047.95,6403,6563.05,1221.23948306628,"10","Set10_thinned_8",5
"2162",595.5,6480.15,6632.5,6781.175,6427.975,6524.5,6664.025,1221.23948306628,"10","Set10_thinned_8",5
"2163",643.5,6814,7023,7233.95,6583.95,6719,6782.05,1221.23948306628,"10","Set10_thinned_8",5
"2164",649,6668.6,6813,6957.4,6668,6766,6865,1221.23948306628,"10","Set10_thinned_8",5
"2165",670,6675.075,6828.5,6981.925,6776,6852,6932.05,1221.23948306628,"10","Set10_thinned_8",5
"2166",749,6752.25,6947,7146.75,6852,6948.5,7051.05,1221.23948306628,"10","Set10_thinned_8",5
"2167",767,6410.925,6561.5,6725.075,6900.975,6968,7056,1221.23948306628,"10","Set10_thinned_8",5
"2168",850.5,6899.775,7066.5,7242.225,7179.925,7316,7393.025,1221.23948306628,"10","Set10_thinned_8",5
"2169",870.5,7267.15,7384,7500.85,7065,7191,7404.025,1221.23948306628,"10","Set10_thinned_8",5
"2170",937.5,7585.75,7714,7842.25,7390,7486,7579.025,1221.23948306628,"10","Set10_thinned_8",5
"2171",1002.5,7493.875,7594.5,7687.125,7637,7701,7765.025,1221.23948306628,"10","Set10_thinned_8",5
"2172",1046.5,7585.75,7714,7842.25,7685,7759,7853,1221.23948306628,"10","Set10_thinned_8",5
