"","sampleID","LAT","MLWS","MLWN","MTL","MHWN","MHWS","HAT","StudySite","model"
"543","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"544","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"545","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"546","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"547","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"548","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"549","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"550","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"551","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"552","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"553","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"554","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"555","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"556","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"557","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"558","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"559","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"560","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"561","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"562","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"563","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"564","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"565","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"566","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"567","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"568","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"569","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"570","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"571","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"572","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"573","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"574","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"575","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"576","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"577","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"578","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"579","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"580","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"581","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"582","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"583","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"584","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"585","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
"586","GR/19/C1",-0.256088203969791,-0.119248681303925,-0.086394642594996,-0.011930473157879,0.0639017868164501,0.103870652362912,0.237721796030209,"Twin Cays","UTide"
