component,modelID,df2s,dsd2s,yearBP,siteID,model_ranking
1,1,14.785248279809,5.16859200047222,9368,3,1
1,1,14.1776615910046,5.06679642355816,9268,3,1
1,1,13.5250720237847,4.91333072061816,9168,3,1
1,1,12.8340583416214,4.71385679983856,9068,3,1
1,1,12.1112957906723,4.48006368104344,8968,3,1
1,1,11.36368556967,4.23119523940157,8868,3,1
1,1,10.5991551655577,3.99174530089154,8768,3,1
1,1,9.82767749743071,3.78461286712959,8668,3,1
1,1,9.06150310188998,3.6251872407963,8568,3,1
1,1,8.31523583693429,3.51711777797009,8468,3,1
1,1,7.60594083870296,3.45179394818323,8368,3,1
1,1,6.95327065103222,3.41269174326363,8268,3,1
1,1,6.3795873055514,3.38283002271806,8168,3,1
1,1,5.90917810921092,3.35188120597252,8068,3,1
1,1,5.56033250374254,3.31884088324983,7968,3,1
1,1,5.32639188472647,3.2870711239471,7868,3,1
1,1,5.18021147833205,3.25772149165167,7768,3,1
1,1,5.06765519998502,3.2285927710536,7668,3,1
1,1,4.88380830521695,3.20007064033561,7568,3,1
1,1,4.55755731571932,3.17628453004361,7468,3,1
1,1,4.14075690130237,3.15869517590128,7368,3,1
1,1,3.71858914182521,3.14509600057681,7268,3,1
1,1,3.32753595542163,3.13082556493522,7168,3,1
1,1,2.95631597143132,3.11274605858495,7068,3,1
1,1,2.56899397800676,3.0940221582404,6968,3,1
1,1,2.15065065418835,3.08124888228576,6868,3,1
1,1,1.73124647636898,3.07858306947966,6768,3,1
1,1,1.37971414543688,3.08623223473066,6668,3,1
1,1,1.1490382734919,3.10275159047786,6568,3,1
1,1,1.02171170829796,3.12328863216426,6468,3,1
1,1,0.945723142442293,3.14084165584584,6368,3,1
1,1,0.911178635675463,3.1491238620235,6268,3,1
1,1,0.929457016182133,3.14467379588534,6168,3,1
1,1,0.995123638953081,3.13029847732881,6068,3,1
1,1,1.09067993015051,3.11445310071761,5968,3,1
1,1,1.21005841000006,3.10549303560178,5868,3,1
1,1,1.36647725288756,3.10752580869059,5768,3,1
1,1,1.58055921799969,3.12141893151205,5668,3,1
1,1,1.84588950198144,3.14394784534611,5568,3,1
1,1,2.11310186019633,3.16711249834712,5468,3,1
1,1,2.30792558777146,3.18473484295712,5368,3,1
